更新时间,#genre#
CCTV电视指南,http://nas.hssvm.com:8888/udp/225.1.1.194:5002
CCTV16(4K),http://113.62.253.22/live.aishang.ctlcdn.com/00000110240389_1/playlist.m3u8?CONTENTID=00000110240389_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV4K,http://121.237.204.65:35455/nptv/cctv4k.m3u8
CCTV8K,http://121.237.204.65:35455/nptv/cctv8k.m3u8
CCTV体育,video://http://99754106633f94d350db34d548d6091a.everydaytv.top/play-0-6-0.html
CCTV新闻,video://http://99754106633f94d350db34d548d6091a.everydaytv.top/play-0-15-0.html
CCTV20241,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
CCTV+1,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTVNEWS,http://183.3.134.56:9901/tsfile/live/0016_1.m3u8
CCTV中视购物,http://58.221.214.82:9901/tsfile/live/0013_2.m3u8
CCTV兵器,http://120.238.94.10:9901/tsfile/live/1096_1.m3u8
CCTV,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=fxzl
CCTV Entertainment,https://hls-gateway.vpstv.net/streams/709527.m3u8
CCTV阿拉伯语,http://101.43.145.141:12002/migu/609154345.m3u8?migutoken=686ad3ca52ece4c682ae5e69843805cc250f170ec799f8ff363f6dd1ee36755d67290706758a68bcf55fa3a35d2b3dbdb67146e27af3738467efce580c61eb1d1ac32848cfa7bb78a1ed0fa5
CCTV法语,http://101.43.145.141:12002/migu/609006476.m3u8?migutoken=1fd29315cb97e3be7a05b55cdd71a31030dcbf855e1506fcf3072eb7718049a620fe82021ddb7c39b280b3861cce8990c93d11d03b41fdfcc2beb751aa48f500d9cebffea41461c79da5e890
CCTV11920,http://39.134.67.148/PLTV/88888888/224/3221225816/1.m3u8
CCTV21280720,http://39.134.67.148/PLTV/88888888/224/3221225599/1.m3u8
CCTV31920,http://39.134.67.148/PLTV/88888888/224/3221225799/1.m3u8
CCTV41280720,http://39.134.67.148/PLTV/88888888/224/3221225797/1.m3u8
CCTV41920,http://39.134.67.148/PLTV/88888888/224/3221226092/1.m3u8
CCTV51920,http://39.134.67.148/PLTV/88888888/224/3221225818/1.m3u8
CCTV5+1920,http://39.134.67.148/PLTV/88888888/224/3221225507/1.m3u8
CCTV61920,http://39.134.67.148/PLTV/88888888/224/3221225814/1.m3u8
CCTV71920,http://39.134.67.148/PLTV/88888888/224/3221225671/1.m3u8
CCTV81920,http://39.134.67.148/PLTV/88888888/224/3221225795/1.m3u8
CCTV91920,http://39.134.67.148/PLTV/88888888/224/3221225676/1.m3u8
CCTV101920,http://39.134.67.148/PLTV/88888888/224/3221225677/1.m3u8
CCTV111280720,http://39.134.67.148/PLTV/88888888/224/3221225517/1.m3u8
CCTV121920,http://39.134.67.148/PLTV/88888888/224/3221225669/1.m3u8
CCTV131920,http://39.134.67.148/PLTV/88888888/224/3221226077/1.m3u8
CCTV141920,http://39.134.67.148/PLTV/88888888/224/3221225674/1.m3u8
CCTV151280720,http://39.134.67.148/PLTV/88888888/224/3221225513/1.m3u8
CCTV161920,http://39.134.67.148/PLTV/88888888/224/3221225893/1.m3u8
CCTV171920,http://39.134.67.148/PLTV/88888888/224/3221225708/1.m3u8
CCTV电视剧,https://live.iill.top/youtube/@CCTVDrama
CCTVnews,http://1b6467f415.iok.la:9931/tsfile/live/1036_1.m3u8
CCTV512,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000005000025222/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000025222
CCTV155,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000005000265001/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265001
CCTV1155,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000005000265011/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265011
CCTV1255,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000005000265012/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265012
CCTV1555,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000005000265014/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265014
CCTV555,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000005000265016/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265016
CCTV高尔夫球,http://nas.hssvm.com:8888/udp/225.1.1.182:5002
CCTV新科动漫,http://nas.hssvm.com:8888/udp/225.1.1.191:5002
CCTV卫生与健康,http://nas.hssvm.com:8888/udp/225.1.1.210:5002
CCTV52,http://218.13.14.6:60050/tsfile/live/1005_1.m3u8
CCTV172,http://182.37.169.94:352/tsfile/live/0019_1.m3u8
CCTV152,http://218.13.14.6:60050/tsfile/live/1015_1.m3u8
CCTV32,http://218.13.14.6:60050/tsfile/live/1003_1.m3u8
CCTV62,http://218.13.14.6:60050/tsfile/live/1006_1.m3u8
CCTV82,http://218.13.14.6:60050/tsfile/live/1008_1.m3u8
CCTV142,http://218.13.14.6:60050/tsfile/live/1014_1.m3u8
CCTV132,http://218.13.14.6:60050/tsfile/live/1013_1.m3u8
CCTV西班牙语,https://www.freetv.top/migu/609006450.m3u8?migutoken=c38287abfc68f9242380b7bf14121751f3f154037cfd654a4a6fa56a10a5d0052fb69a8a57118d537fcd4856670049692f94ab4f90ab068a2efe8ed6e48dca5d5252d5ddea0b53a3a189e113e3
CCTV112,http://218.13.14.6:60050/tsfile/live/1011_1.m3u8
CCTV俄语,https://www.freetv.top/migu/609006446.m3u8?migutoken=a018c039b174469cc6d2e4ac72b07a411ddf935d55c5b0ea7854011285614f22403bcd08cc5757bc0d1d5601e6556281272021ba01a4ac528a3f749817b1ede8761a8d571d91b99eab9ff186fc
CCTV72,http://182.37.169.94:352/tsfile/live/0007_1.m3u8
CCTV92,http://182.37.169.94:352/tsfile/live/0009_1.m3u8
CCTV122,http://182.37.169.94:352/tsfile/live/0012_1.m3u8
CCTV22,http://182.37.169.94:352/tsfile/live/0002_1.m3u8
CCTVCCTN-国际,http://111.14.181.15:9901/tsfile/live/0017_1.m3u8
CCTV中学生,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7913&tk=a0c4f6cfaba3
CCTV42,http://182.37.169.94:352/tsfile/live/0004_1.m3u8
CCTV102,http://182.37.169.94:352/tsfile/live/0010_1.m3u8
CCTV★移动传媒,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
CCTV音乐,http://123.138.22.30:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-NEWS,http://120.192.226.35:8009/hls/16/index.m3u8
CCTV+2,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8


卫视频道,#genre#
东方卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226734/1.m3u8
浙江卫视,http://39.134.65.173/PLTV/88888888/224/3221225959/1.m3u8
湖南卫视,http://39.134.65.173/PLTV/88888888/224/3221225977/1.m3u8
江苏卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226692/1.m3u8
安徽卫视,http://39.134.65.141/PLTV/88888888/224/3221225925/1.m3u8
东南卫视,http://39.134.65.77/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
云南卫视,http://live.catvod.com/catvod.php?id=ynws
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
内蒙古卫视,http://39.134.65.78/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
内蒙古蒙语卫视,https://stream1.freetv.fun/nei-meng-gu-meng-yu-wei-shi-1.m3u8
农林卫视,http://112.46.105.20:8009/hls/27/index.m3u8
凤凰卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
北京卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226450/index.m3u8?IASHttpSessionId=
南方卫视,http://113.101.119.50:8090/hls/109/index.m3u8
厦门卫视,http://110.80.17.38:9999/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0  福建电信
吉林卫视,http://39.134.65.149/PLTV/88888888/224/3221225981/1.m3u8
四川卫视,http://39.134.65.173/PLTV/88888888/224/3221225970/1.m3u8
大湾区卫视,http://121.237.204.65:35455/mgtv/608917627.m3u8
天津卫视,http://39.134.65.173/PLTV/88888888/224/3221225972/1.m3u8
宁夏卫视,http://39.134.65.7/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
安多卫视,http://39.134.65.78/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
山东卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226693/1.m3u8
山东教育卫视,http://39.134.65.79/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
山西卫视,http://39.134.65.8/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
广东卫视,http://39.134.65.173/PLTV/88888888/224/3221225966/1.m3u8
广西卫视,http://live.catvod.com/catvod.php?id=gxws
康巴卫视,http://39.134.65.65/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
延边卫视,http://58.245.255.38:9999/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://live.catvod.com/catvod.php?id=xjws
江西卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226682/1.m3u8
河北卫视,http://39.134.65.173/PLTV/88888888/224/3221225961/1.m3u8
河南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226668/1.m3u8
海南卫视,http://39.134.65.173/PLTV/88888888/224/3221225978/1.m3u8
深圳卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226688/1.m3u8
湖北卫视,http://39.134.65.70/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
甘肃卫视,http://39.134.65.67/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
莲花卫视,http://8.138.7.223/tv/lotustv.m3u8
西藏卫视,http://39.134.65.72/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
贵州卫视,http://39.134.65.173/PLTV/88888888/224/3221225974/1.m3u8
辽宁卫视,http://39.134.65.173/PLTV/88888888/224/3221225499/1.m3u8
重庆卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226680/1.m3u8
陕西卫视,http://39.134.65.2/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
青海卫视,http://39.134.65.76/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视文旅,https://hls-gateway.vpstv.net/streams/709377.m3u8
黑龙江卫视,http://39.134.65.173/PLTV/88888888/224/3221226060/1.m3u8
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws


数字频道,#genre#
newtv东北热剧,http://39.134.65.74/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
newtv中国功夫,http://39.134.65.62/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
newtv动作电影,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225661/.m3u8
newtv军旅剧场,http://39.134.65.76/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
newtv古装剧场,http://39.135.133.154:80/TVOD/88888888/224/3221225524/main.m3u8
newtv家庭剧场,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225677/.m3u8
newtv惊悚悬疑,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
newtv明星大片,http://39.135.133.157:80/PLTV/88888888/224/3221225550/1.m3u8
newtv欢乐剧场,http://39.134.65.106/PLTV/88888888/224/3221225682/1.m3u8
newtv海外剧场,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
newtv潮妈辣婆,http://39.135.133.154:80/PLTV/88888888/224/3221225542/1.m3u8
newtv爱情喜剧,http://39.134.65.76:80/wh7f454c46tw972760835_1057010575/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
newtv炫舞未来,http://39.135.133.177:80/PLTV/88888888/224/3221225646/1.m3u8
newtv精品体育,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225674/.m3u8
newtv精品大剧,http://39.135.133.154:80/PLTV/88888888/224/3221225536/1.m3u8
newtv精品纪录,http://39.135.133.157:80/PLTV/88888888/224/3221225545/1.m3u8
newtv精品萌宠,http://39.134.65.106/PLTV/88888888/224/3221226051/1.m3u8
newtv超级体育,http://39.135.133.157:80/PLTV/88888888/224/3221225635/1.m3u8
newtv超级电影,http://39.135.133.157:80/PLTV/88888888/224/3221225644/1.m3u8
newtv怡伴健康,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
newtv超级电视剧,http://39.135.133.156/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
newtv超级综艺,http://39.135.133.157:80/PLTV/88888888/224/3221225642/1.m3u8
newtv金牌综艺,http://39.135.133.155:80/TVOD/88888888/224/3221225525/main.m3u8
newtv武搏世界,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225680/.m3u8
newtv农业致富,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225683/.m3u8
NewTV爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTV潮妈辣婆,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
NewTV古装剧场,https://fenghuang.tv12.xyz/27.m3u8
NewTV动作电影,http://110.42.96.4:44801/1000000004000018653/ystenlive/index.m3u8
NewTV军旅剧场,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTV军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
NewTV明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NewTV农业致富,https://fenghuang.tv12.xyz/42.m3u8
NewTV海外剧场,https://fenghuang.tv12.xyz/28.m3u8
NewTV家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
NewTV精品纪录,https://fenghuang.tv12.xyz/35.m3u8
NewTV惊悚悬疑,https://fenghuang.tv12.xyz/33.m3u8
NewTV精品大剧,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2817459161_-1430429466/ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8
NewTV中国功夫,https://fenghuang.tv12.xyz/45.m3u8
CHC家庭影院,http://8.138.7.223/tv/hot.php?id=67
CHC动作电影,http://api2.52tb.xyz/info?id=221&token=20230218qkyjia
求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-6.m3u8
求索科学,http://39.134.65.106/PLTV/88888888/224/3221225728/1.m3u8
求索生活,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000008
求索动物,http://39.134.65.106/PLTV/88888888/224/3221225730/1.m3u8?
纪实科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225729/index.m3u8
黑莓电影,http://www.zhch682022.cn:35455/itv/1000000004000019624.m3u8?cdn=ystenlive
黑莓动画,http://111.43.126.240:9003/hls/100/index.m3u8
精品体育,http://146.56.165.66:7788/TVOD/2000000003000000021/hnbblive/index.m3u8
金牌综艺,http://ott.mobaibox.com/PLTV/3/224/3221227541/index.m3u8
IPTV3,http://115.48.61.211:9901/tsfile/live/0112_1.m3u8
IPTV5,http://115.48.61.211:9901/tsfile/live/0110_1.m3u8
IPTV6,http://115.48.62.70:9901/tsfile/live/0140_1.m3u8
IPTV6+,http://124.227.113.96:9901/tsfile/live/0007_1.m3u8
IPTV8,http://115.48.62.82:9901/tsfile/live/0141_1.m3u8


动画频道,#genre#
动画片,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
内蒙少儿,http://play1-qk.nmtv.cn/live/1686560464515368.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
Nick少儿,http://61.216.11.93:49981/stream/channelid/580636100.m3u8
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts
「斗鱼」火影忍者,http://dns.yiandrive.com:15907/douyu/1997723
七龙珠「动漫」,https://live.iill.top/huya/11601966
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
优漫卡通,http://101.43.145.141:12002/migu/626064703.m3u8?migutoken=7c2240820189c042277306129d3cdfd2c59404b7cf76cfc229daa1f5c6d30fb3fa7cdf0c91ea0d26c9b426799fbd46bf0befec19f1f05c82a77fbcb4bd48a113453503764e8479c02527cb2e
动漫秀场,http://1.197.127.114:10443/tsfile/live/1073_1.m3u8
卡酷少儿,http://111.43.126.240:9003/hls/71/index.m3u8
双月之城-国漫,http://alist.xicp.fun:35455/yy/1382736907
名侦探柯南,http://dns.yiandrive.com:15907/bilibili/1712960281
哆啦A梦「动漫」,http://dns.yiandrive.com:15907/huya/11601963
哈哈炫动,http://120.238.94.10:9901/tsfile/live/1037_1.m3u8
嘉佳卡通,http://114.32.59.86:7000/bptv/10000100000000050000000003887459.m3u8
宝宝动画,http://69.165.67.56/yangjuan.php?id=bbdhvcc4m@4000000
新动漫,http://58.17.48.228:808/hls/100/index.m3u8
河北少儿科教,http://101.23.150.109:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
海绵宝宝,http://124.248.69.76:26781/huya/11352919
漫画解说,http://124.248.69.76:26781/douyu/5907076
炫动卡通,http://111.43.126.240:9003/hls/72/index.m3u8
猫和老鼠,http://cfss.cc/cdn/hy/11352879.m3u8
经典动漫,http://61.133.118.228:5001/yy/24180320
蜡笔小新,http://dns.yiandrive.com:15907/bilibili/30837590
金鹰卡通,http://110.53.52.63:8888/newlive/live/hls/49/live.m3u8
青春动漫,http://69.165.67.56/yangjuan.php?id=qcdmvcc4m@4000000


